gender,agegroup,education,ethnicity,income,shopping,risk,harm,infotype,willingness-,willingness
Female,35-39,"High school graduate, no college",White,"$25,000 to $34,999",null,only 1 person in your state,Insecurity,SSN,7,2
Female,35-39,"High school graduate, no college",White,"$25,000 to $34,999",null,only 1 person in your state,Surveillance,SSN,8,1
Male,30-34,Masters degree,Native American or American Indian,"$75,000 to $99,999",null,only 1 person in your workplace,InducedDisclosure,SSN,8,1
Male,30-34,Masters degree,Native American or American Indian,"$75,000 to $99,999",null,only 1 person in your workplace,Insecurity,SSN,8,1
Male,30-34,Masters degree,Native American or American Indian,"$75,000 to $99,999",null,only 1 person in your workplace,Surveillance,SSN,8,1
Male,50-54,Some college or associate degree,White,"$25,000 to $34,999",null,only 1 person in your workplace,InducedDisclosure,SSN,6,3
Male,50-54,Some college or associate degree,White,"$25,000 to $34,999",null,only 1 person in your workplace,Insecurity,SSN,6,3
Male,50-54,Some college or associate degree,White,"$25,000 to $34,999",null,only 1 person in your workplace,Surveillance,SSN,7,2
Male,30-34,"High school graduate, no college",White,"$25,000 to $34,999",null,only 1 person in your family,InducedDisclosure,SSN,7,2
Male,30-34,"High school graduate, no college",White,"$25,000 to $34,999",null,only 1 person in your family,Insecurity,SSN,6,3
Male,30-34,"High school graduate, no college",White,"$25,000 to $34,999",null,only 1 person in your family,Surveillance,SSN,6,3
Male,40-44,Bachelor's degree,White,"$100,000 to $124,999",null,only 1 person in your city,InducedDisclosure,SSN,7,2
Male,40-44,Bachelor's degree,White,"$100,000 to $124,999",null,only 1 person in your city,Insecurity,SSN,8,1
Male,40-44,Bachelor's degree,White,"$100,000 to $124,999",null,only 1 person in your city,Surveillance,SSN,8,1
Female,35-39,"High school graduate, no college",White,"$50,000 to $74,999",null,only 1 person in your workplace,InducedDisclosure,SSN,8,1
Female,35-39,"High school graduate, no college",White,"$50,000 to $74,999",null,only 1 person in your workplace,Insecurity,SSN,8,1
Female,35-39,"High school graduate, no college",White,"$50,000 to $74,999",null,only 1 person in your workplace,Surveillance,SSN,8,1
Male,25-29,Bachelor's degree,White,"$75,000 to $99,999",null,only 1 person in your workplace,InducedDisclosure,SSN,4,5
Male,25-29,Bachelor's degree,White,"$75,000 to $99,999",null,only 1 person in your workplace,Insecurity,SSN,8,1
Male,25-29,Bachelor's degree,White,"$75,000 to $99,999",null,only 1 person in your workplace,Surveillance,SSN,7,2
Male,40-44,Some college or associate degree,White,"$35,000 to $49,999",null,only 1 person in your city,InducedDisclosure,SSN,8,1
Male,40-44,Some college or associate degree,White,"$35,000 to $49,999",null,only 1 person in your city,Insecurity,SSN,8,1
Male,40-44,Some college or associate degree,White,"$35,000 to $49,999",null,only 1 person in your city,Surveillance,SSN,8,1
Female,50-54,Bachelor's degree,Black or African American,"$50,000 to $74,999",null,only 1 person in your family,InducedDisclosure,SSN,8,1
Female,50-54,Bachelor's degree,Black or African American,"$50,000 to $74,999",null,only 1 person in your family,Insecurity,SSN,8,1
Female,50-54,Bachelor's degree,Black or African American,"$50,000 to $74,999",null,only 1 person in your family,Surveillance,SSN,8,1
Male,35-39,"High school graduate, no college",White,"$35,000 to $49,999",null,only 1 person in your workplace,InducedDisclosure,SSN,8,1
Male,35-39,"High school graduate, no college",White,"$35,000 to $49,999",null,only 1 person in your workplace,Insecurity,SSN,8,1
Male,35-39,"High school graduate, no college",White,"$35,000 to $49,999",null,only 1 person in your workplace,Surveillance,SSN,8,1
Male,35-39,Some college or associate degree,White,"$25,000 to $34,999",null,only 1 person in your country,InducedDisclosure,SSN,8,1
Male,35-39,Some college or associate degree,White,"$25,000 to $34,999",null,only 1 person in your country,Insecurity,SSN,6,3
Male,35-39,Some college or associate degree,White,"$25,000 to $34,999",null,only 1 person in your country,Surveillance,SSN,8,1
Male,25-29,Some college or associate degree,White,"Less than $25,000",null,only 1 person in your city,InducedDisclosure,SSN,8,1
Male,25-29,Some college or associate degree,White,"Less than $25,000",null,only 1 person in your city,Insecurity,SSN,8,1
Male,25-29,Some college or associate degree,White,"Less than $25,000",null,only 1 person in your city,Surveillance,SSN,8,1
Female,50-54,Some college or associate degree,White,"$35,000 to $49,999",null,only 1 person in your workplace,InducedDisclosure,SSN,8,1
Female,50-54,Some college or associate degree,White,"$35,000 to $49,999",null,only 1 person in your workplace,Insecurity,SSN,8,1
Female,50-54,Some college or associate degree,White,"$35,000 to $49,999",null,only 1 person in your workplace,Surveillance,SSN,8,1
Female,60 or older,"High school graduate, no college",White,"$25,000 to $34,999",null,only 1 person in your country,InducedDisclosure,SSN,5,4
Female,60 or older,"High school graduate, no college",White,"$25,000 to $34,999",null,only 1 person in your country,Insecurity,SSN,6,3
Female,60 or older,"High school graduate, no college",White,"$25,000 to $34,999",null,only 1 person in your country,Surveillance,SSN,8,1
Female,40-44,Some college or associate degree,Black or African American,"$125,000 to $149,999",null,only 1 person in your workplace,InducedDisclosure,SSN,8,1
Female,40-44,Some college or associate degree,Black or African American,"$125,000 to $149,999",null,only 1 person in your workplace,Insecurity,SSN,8,1
Female,40-44,Some college or associate degree,Black or African American,"$125,000 to $149,999",null,only 1 person in your workplace,Surveillance,SSN,8,1
Male,30-34,Masters degree,White,"$75,000 to $99,999",null,only 1 person in your state,InducedDisclosure,SSN,8,1
Male,30-34,Masters degree,White,"$75,000 to $99,999",null,only 1 person in your state,Insecurity,SSN,8,1
Male,30-34,Masters degree,White,"$75,000 to $99,999",null,only 1 person in your state,Surveillance,SSN,8,1
Female,40-44,"High school graduate, no college",White,"$50,000 to $74,999",null,only 1 person in your family,InducedDisclosure,SSN,8,1
Female,40-44,"High school graduate, no college",White,"$50,000 to $74,999",null,only 1 person in your family,Insecurity,SSN,8,1
Female,40-44,"High school graduate, no college",White,"$50,000 to $74,999",null,only 1 person in your family,Surveillance,SSN,8,1
Male,35-39,Bachelor's degree,Asian/Pacific Islander,"$35,000 to $49,999",null,only 1 person in your state,InducedDisclosure,SSN,8,1
Male,35-39,Bachelor's degree,Asian/Pacific Islander,"$35,000 to $49,999",null,only 1 person in your state,Insecurity,SSN,8,1
Male,35-39,Bachelor's degree,Asian/Pacific Islander,"$35,000 to $49,999",null,only 1 person in your state,Surveillance,SSN,8,1
Male,25-29,"High school graduate, no college",White,"$25,000 to $34,999",null,only 1 person in your workplace,InducedDisclosure,SSN,4,5
Male,25-29,"High school graduate, no college",White,"$25,000 to $34,999",null,only 1 person in your workplace,Insecurity,SSN,3,6
Male,25-29,"High school graduate, no college",White,"$25,000 to $34,999",null,only 1 person in your workplace,Surveillance,SSN,3,6
Male,30-34,"High school graduate, no college",White,"$25,000 to $34,999",null,only 1 person in your country,InducedDisclosure,SSN,5,4
Male,30-34,"High school graduate, no college",White,"$25,000 to $34,999",null,only 1 person in your country,Insecurity,SSN,6,3
Male,30-34,"High school graduate, no college",White,"$25,000 to $34,999",null,only 1 person in your country,Surveillance,SSN,7,2
Male,35-39,"High school graduate, no college",White,"Less than $25,000",null,only 1 person in your state,InducedDisclosure,SSN,8,1
Male,35-39,"High school graduate, no college",White,"Less than $25,000",null,only 1 person in your state,Insecurity,SSN,7,2
Male,35-39,"High school graduate, no college",White,"Less than $25,000",null,only 1 person in your state,Surveillance,SSN,6,3
Male,40-44,Some college or associate degree,White,"$25,000 to $34,999",null,only 1 person in your city,InducedDisclosure,SSN,8,1
Male,40-44,Some college or associate degree,White,"$25,000 to $34,999",null,only 1 person in your city,Insecurity,SSN,8,1
Male,40-44,Some college or associate degree,White,"$25,000 to $34,999",null,only 1 person in your city,Surveillance,SSN,8,1
Female,35-39,"High school graduate, no college",White,"$35,000 to $49,999",null,only 1 person in your family,InducedDisclosure,SSN,8,1
Female,35-39,"High school graduate, no college",White,"$35,000 to $49,999",null,only 1 person in your family,Insecurity,SSN,8,1
Female,35-39,"High school graduate, no college",White,"$35,000 to $49,999",null,only 1 person in your family,Surveillance,SSN,8,1
Male,30-34,"High school graduate, no college",White,"$25,000 to $34,999",null,only 1 person in your country,InducedDisclosure,SSN,8,1
Male,30-34,"High school graduate, no college",White,"$25,000 to $34,999",null,only 1 person in your country,Insecurity,SSN,8,1
Male,30-34,"High school graduate, no college",White,"$25,000 to $34,999",null,only 1 person in your country,Surveillance,SSN,8,1
Female,30-34,Some college or associate degree,White,"$25,000 to $34,999",null,only 1 person in your workplace,InducedDisclosure,SSN,8,1
Female,30-34,Some college or associate degree,White,"$25,000 to $34,999",null,only 1 person in your workplace,Insecurity,SSN,8,1
Female,30-34,Some college or associate degree,White,"$25,000 to $34,999",null,only 1 person in your workplace,Surveillance,SSN,7,2
Male,55-59,Bachelor's degree,White,"Less than $25,000",null,only 1 person in your family,InducedDisclosure,SSN,8,1
Male,55-59,Bachelor's degree,White,"Less than $25,000",null,only 1 person in your family,Insecurity,SSN,8,1
Male,55-59,Bachelor's degree,White,"Less than $25,000",null,only 1 person in your family,Surveillance,SSN,8,1
Male,25-29,"High school graduate, no college",White,"$25,000 to $34,999",null,only 1 person in your state,InducedDisclosure,SSN,5,4
Male,25-29,"High school graduate, no college",White,"$25,000 to $34,999",null,only 1 person in your state,Insecurity,SSN,5,4
Male,25-29,"High school graduate, no college",White,"$25,000 to $34,999",null,only 1 person in your state,Surveillance,SSN,4,5
Female,30-34,"High school graduate, no college",White,"$25,000 to $34,999",null,only 1 person in your country,InducedDisclosure,SSN,8,1
Female,30-34,"High school graduate, no college",White,"$25,000 to $34,999",null,only 1 person in your country,Insecurity,SSN,8,1
Female,30-34,"High school graduate, no college",White,"$25,000 to $34,999",null,only 1 person in your country,Surveillance,SSN,8,1
Female,35-39,"High school graduate, no college",White,"Less than $25,000",null,only 1 person in your family,InducedDisclosure,SSN,8,1
Female,35-39,"High school graduate, no college",White,"Less than $25,000",null,only 1 person in your family,Insecurity,SSN,8,1
Female,35-39,"High school graduate, no college",White,"Less than $25,000",null,only 1 person in your family,Surveillance,SSN,8,1
Male,40-44,Some college or associate degree,Black or African American,"$50,000 to $74,999",null,only 1 person in your city,InducedDisclosure,SSN,7,2
Male,40-44,Some college or associate degree,Black or African American,"$50,000 to $74,999",null,only 1 person in your city,Insecurity,SSN,7,2
Male,40-44,Some college or associate degree,Black or African American,"$50,000 to $74,999",null,only 1 person in your city,Surveillance,SSN,7,2
Male,40-44,Some college or associate degree,White,"$125,000 to $149,999",null,only 1 person in your workplace,InducedDisclosure,SSN,5,4
Male,40-44,Some college or associate degree,White,"$125,000 to $149,999",null,only 1 person in your workplace,Insecurity,SSN,8,1
Male,40-44,Some college or associate degree,White,"$125,000 to $149,999",null,only 1 person in your workplace,Surveillance,SSN,7,2
Male,40-44,Masters degree,White,"$125,000 to $149,999",null,only 1 person in your city,InducedDisclosure,SSN,8,1
Male,40-44,Masters degree,White,"$125,000 to $149,999",null,only 1 person in your city,Insecurity,SSN,8,1
Male,40-44,Masters degree,White,"$125,000 to $149,999",null,only 1 person in your city,Surveillance,SSN,8,1
Male,35-39,Masters degree,White,"$50,000 to $74,999",null,only 1 person in your country,InducedDisclosure,SSN,8,1
Male,35-39,Masters degree,White,"$50,000 to $74,999",null,only 1 person in your country,Insecurity,SSN,8,1
Male,35-39,Masters degree,White,"$50,000 to $74,999",null,only 1 person in your country,Surveillance,SSN,8,1
Female,25-29,Some college or associate degree,White,"$50,000 to $74,999",null,only 1 person in your state,InducedDisclosure,SSN,8,1
Female,25-29,Some college or associate degree,White,"$50,000 to $74,999",null,only 1 person in your state,Insecurity,SSN,8,1
Female,25-29,Some college or associate degree,White,"$50,000 to $74,999",null,only 1 person in your state,Surveillance,SSN,8,1
Male,30-34,Bachelor's degree,Hispanic or Latino,"$35,000 to $49,999",null,only 1 person in your country,InducedDisclosure,SSN,4,5
Male,30-34,Bachelor's degree,Hispanic or Latino,"$35,000 to $49,999",null,only 1 person in your country,Insecurity,SSN,4,5
Male,30-34,Bachelor's degree,Hispanic or Latino,"$35,000 to $49,999",null,only 1 person in your country,Surveillance,SSN,5,4
Male,45-49,Some college or associate degree,White,"$25,000 to $34,999",null,only 1 person in your country,InducedDisclosure,SSN,8,1
Male,45-49,Some college or associate degree,White,"$25,000 to $34,999",null,only 1 person in your country,Insecurity,SSN,8,1
Male,45-49,Some college or associate degree,White,"$25,000 to $34,999",null,only 1 person in your country,Surveillance,SSN,8,1
Male,25-29,Bachelor's degree,White,"$100,000 to $124,999",null,only 1 person in your city,InducedDisclosure,SSN,8,1
Male,25-29,Bachelor's degree,White,"$100,000 to $124,999",null,only 1 person in your city,Insecurity,SSN,8,1
Male,25-29,Bachelor's degree,White,"$100,000 to $124,999",null,only 1 person in your city,Surveillance,SSN,8,1
Male,18-24,Bachelor's degree,Hispanic or Latino,"$50,000 to $74,999",null,only 1 person in your state,InducedDisclosure,SSN,7,2
Male,18-24,Bachelor's degree,Hispanic or Latino,"$50,000 to $74,999",null,only 1 person in your state,Insecurity,SSN,7,2
Male,18-24,Bachelor's degree,Hispanic or Latino,"$50,000 to $74,999",null,only 1 person in your state,Surveillance,SSN,7,2
Male,25-29,Bachelor's degree,White,"$100,000 to $124,999",null,only 1 person in your family,InducedDisclosure,SSN,8,1
Male,25-29,Bachelor's degree,White,"$100,000 to $124,999",null,only 1 person in your family,Insecurity,SSN,8,1
Male,25-29,Bachelor's degree,White,"$100,000 to $124,999",null,only 1 person in your family,Surveillance,SSN,8,1
Female,30-34,Some college or associate degree,White,"$25,000 to $34,999",null,only 1 person in your city,InducedDisclosure,SSN,8,1
Female,30-34,Some college or associate degree,White,"$25,000 to $34,999",null,only 1 person in your city,Insecurity,SSN,8,1
Female,30-34,Some college or associate degree,White,"$25,000 to $34,999",null,only 1 person in your city,Surveillance,SSN,8,1
Male,25-29,Some college or associate degree,Hispanic or Latino,"$50,000 to $74,999",null,only 1 person in your family,InducedDisclosure,SSN,8,1
Male,25-29,Some college or associate degree,Hispanic or Latino,"$50,000 to $74,999",null,only 1 person in your family,Insecurity,SSN,8,1
Male,25-29,Some college or associate degree,Hispanic or Latino,"$50,000 to $74,999",null,only 1 person in your family,Surveillance,SSN,8,1
Female,35-39,Bachelor's degree,White,"Less than $25,000",null,only 1 person in your state,InducedDisclosure,SSN,8,1
Female,35-39,Bachelor's degree,White,"Less than $25,000",null,only 1 person in your state,Insecurity,SSN,8,1
Female,35-39,Bachelor's degree,White,"Less than $25,000",null,only 1 person in your state,Surveillance,SSN,8,1
Male,30-34,Bachelor's degree,White,"$75,000 to $99,999",null,only 1 person in your workplace,InducedDisclosure,SSN,8,1
Male,30-34,Bachelor's degree,White,"$75,000 to $99,999",null,only 1 person in your workplace,Insecurity,SSN,4,5
Male,30-34,Bachelor's degree,White,"$75,000 to $99,999",null,only 1 person in your workplace,Surveillance,SSN,4,5
Male,50-54,Bachelor's degree,White,"$35,000 to $49,999",null,only 1 person in your city,InducedDisclosure,SSN,8,1
Male,50-54,Bachelor's degree,White,"$35,000 to $49,999",null,only 1 person in your city,Insecurity,SSN,8,1
Male,50-54,Bachelor's degree,White,"$35,000 to $49,999",null,only 1 person in your city,Surveillance,SSN,8,1
Female,25-29,Less than a high school diploma,White,"Less than $25,000",null,only 1 person in your state,InducedDisclosure,SSN,7,2
Female,25-29,Less than a high school diploma,White,"Less than $25,000",null,only 1 person in your state,Insecurity,SSN,8,1
Female,25-29,Less than a high school diploma,White,"Less than $25,000",null,only 1 person in your state,Surveillance,SSN,8,1
Male,30-34,Bachelor's degree,White,"$50,000 to $74,999",null,only 1 person in your country,InducedDisclosure,SSN,7,2
Male,30-34,Bachelor's degree,White,"$50,000 to $74,999",null,only 1 person in your country,Insecurity,SSN,8,1
Male,30-34,Bachelor's degree,White,"$50,000 to $74,999",null,only 1 person in your country,Surveillance,SSN,6,3
Female,18-24,Some college or associate degree,White,"$125,000 to $149,999",null,only 1 person in your family,InducedDisclosure,SSN,5,4
Female,18-24,Some college or associate degree,White,"$125,000 to $149,999",null,only 1 person in your family,Insecurity,SSN,5,4
Female,18-24,Some college or associate degree,White,"$125,000 to $149,999",null,only 1 person in your family,Surveillance,SSN,6,3
Male,30-34,Some college or associate degree,White,"$35,000 to $49,999",null,only 1 person in your city,InducedDisclosure,SSN,4,5
Male,30-34,Some college or associate degree,White,"$35,000 to $49,999",null,only 1 person in your city,Insecurity,SSN,4,5
Male,30-34,Some college or associate degree,White,"$35,000 to $49,999",null,only 1 person in your city,Surveillance,SSN,4,5
Male,45-49,Some college or associate degree,Hispanic or Latino,"Less than $25,000",null,only 1 person in your workplace,InducedDisclosure,SSN,8,1
Male,45-49,Some college or associate degree,Hispanic or Latino,"Less than $25,000",null,only 1 person in your workplace,Insecurity,SSN,8,1
Male,45-49,Some college or associate degree,Hispanic or Latino,"Less than $25,000",null,only 1 person in your workplace,Surveillance,SSN,7,2
Male,25-29,Bachelor's degree,White,"$50,000 to $74,999",null,only 1 person in your family,InducedDisclosure,SSN,8,1
Male,25-29,Bachelor's degree,White,"$50,000 to $74,999",null,only 1 person in your family,Insecurity,SSN,8,1
Male,25-29,Bachelor's degree,White,"$50,000 to $74,999",null,only 1 person in your family,Surveillance,SSN,8,1
Female,40-44,Masters degree,Hispanic or Latino,"$35,000 to $49,999",null,only 1 person in your state,InducedDisclosure,SSN,7,2
Female,40-44,Masters degree,Hispanic or Latino,"$35,000 to $49,999",null,only 1 person in your state,Insecurity,SSN,7,2
Female,40-44,Masters degree,Hispanic or Latino,"$35,000 to $49,999",null,only 1 person in your state,Surveillance,SSN,6,3
Male,25-29,Some college or associate degree,White,"Less than $25,000",null,only 1 person in your family,InducedDisclosure,SSN,8,1
Male,25-29,Some college or associate degree,White,"Less than $25,000",null,only 1 person in your family,Insecurity,SSN,6,3
Male,25-29,Some college or associate degree,White,"Less than $25,000",null,only 1 person in your family,Surveillance,SSN,8,1
Female,30-34,Some college or associate degree,White,"$75,000 to $99,999",null,only 1 person in your state,InducedDisclosure,SSN,8,1
Female,30-34,Some college or associate degree,White,"$75,000 to $99,999",null,only 1 person in your state,Insecurity,SSN,8,1
Female,30-34,Some college or associate degree,White,"$75,000 to $99,999",null,only 1 person in your state,Surveillance,SSN,8,1
Male,25-29,Some college or associate degree,White,"$25,000 to $34,999",null,only 1 person in your city,InducedDisclosure,SSN,6,3
Male,25-29,Some college or associate degree,White,"$25,000 to $34,999",null,only 1 person in your city,Insecurity,SSN,8,1
Male,25-29,Some college or associate degree,White,"$25,000 to $34,999",null,only 1 person in your city,Surveillance,SSN,8,1
Male,25-29,"High school graduate, no college",White,"$25,000 to $34,999",null,only 1 person in your country,InducedDisclosure,SSN,8,1
Male,25-29,"High school graduate, no college",White,"$25,000 to $34,999",null,only 1 person in your country,Insecurity,SSN,8,1
Male,25-29,"High school graduate, no college",White,"$25,000 to $34,999",null,only 1 person in your country,Surveillance,SSN,8,1
Female,40-44,Bachelor's degree,White,"$25,000 to $34,999",null,only 1 person in your family,InducedDisclosure,WebsitesVisited,4,5
Female,40-44,Bachelor's degree,White,"$25,000 to $34,999",null,only 1 person in your family,Insecurity,WebsitesVisited,8,1
Female,40-44,Bachelor's degree,White,"$25,000 to $34,999",null,only 1 person in your family,Surveillance,WebsitesVisited,4,5
Female,55-59,Some college or associate degree,White,"$50,000 to $74,999",null,only 1 person in your city,InducedDisclosure,WebsitesVisited,3,6
Female,55-59,Some college or associate degree,White,"$50,000 to $74,999",null,only 1 person in your city,Insecurity,WebsitesVisited,5,4
Female,55-59,Some college or associate degree,White,"$50,000 to $74,999",null,only 1 person in your city,Surveillance,WebsitesVisited,3,6
Female,35-39,Some college or associate degree,White,"$50,000 to $74,999",null,only 1 person in your city,InducedDisclosure,WebsitesVisited,8,1
Female,35-39,Some college or associate degree,White,"$50,000 to $74,999",null,only 1 person in your city,Insecurity,WebsitesVisited,8,1
Female,35-39,Some college or associate degree,White,"$50,000 to $74,999",null,only 1 person in your city,Surveillance,WebsitesVisited,8,1
Female,45-49,Some college or associate degree,Black or African American,"Less than $25,000",null,only 1 person in your country,InducedDisclosure,WebsitesVisited,6,3
Female,45-49,Some college or associate degree,Black or African American,"Less than $25,000",null,only 1 person in your country,Insecurity,WebsitesVisited,4,5
Female,45-49,Some college or associate degree,Black or African American,"Less than $25,000",null,only 1 person in your country,Surveillance,WebsitesVisited,6,3
Male,40-44,Bachelor's degree,White,"$25,000 to $34,999",null,only 1 person in your family,InducedDisclosure,WebsitesVisited,7,2
Male,40-44,Bachelor's degree,White,"$25,000 to $34,999",null,only 1 person in your family,Insecurity,WebsitesVisited,8,1
Male,40-44,Bachelor's degree,White,"$25,000 to $34,999",null,only 1 person in your family,Surveillance,WebsitesVisited,8,1
Female,60 or older,"High school graduate, no college",White,"Less than $25,000",null,only 1 person in your country,InducedDisclosure,WebsitesVisited,4,5
Female,60 or older,"High school graduate, no college",White,"Less than $25,000",null,only 1 person in your country,Insecurity,WebsitesVisited,4,5
Female,60 or older,"High school graduate, no college",White,"Less than $25,000",null,only 1 person in your country,Surveillance,WebsitesVisited,4,5
Male,25-29,Some college or associate degree,White,"Less than $25,000",null,only 1 person in your city,InducedDisclosure,WebsitesVisited,8,1
Male,25-29,Some college or associate degree,White,"Less than $25,000",null,only 1 person in your city,Insecurity,WebsitesVisited,8,1
Male,25-29,Some college or associate degree,White,"Less than $25,000",null,only 1 person in your city,Surveillance,WebsitesVisited,8,1
Male,25-29,"High school graduate, no college",White,"$35,000 to $49,999",null,only 1 person in your workplace,InducedDisclosure,WebsitesVisited,6,3
Male,25-29,"High school graduate, no college",White,"$35,000 to $49,999",null,only 1 person in your workplace,Insecurity,WebsitesVisited,5,4
Male,25-29,"High school graduate, no college",White,"$35,000 to $49,999",null,only 1 person in your workplace,Surveillance,WebsitesVisited,7,2
Female,30-34,"High school graduate, no college",White,"$35,000 to $49,999",null,only 1 person in your state,InducedDisclosure,WebsitesVisited,3,6
Female,30-34,"High school graduate, no college",White,"$35,000 to $49,999",null,only 1 person in your state,Insecurity,WebsitesVisited,4,5
Female,30-34,"High school graduate, no college",White,"$35,000 to $49,999",null,only 1 person in your state,Surveillance,WebsitesVisited,4,5
Male,50-54,Some college or associate degree,White,"Less than $25,000",null,only 1 person in your state,InducedDisclosure,WebsitesVisited,2,7
Male,50-54,Some college or associate degree,White,"Less than $25,000",null,only 1 person in your state,Insecurity,WebsitesVisited,3,6
Male,50-54,Some college or associate degree,White,"Less than $25,000",null,only 1 person in your state,Surveillance,WebsitesVisited,3,6
Male,60 or older,Bachelor's degree,White,"$25,000 to $34,999",null,only 1 person in your country,InducedDisclosure,WebsitesVisited,7,2
Male,60 or older,Bachelor's degree,White,"$25,000 to $34,999",null,only 1 person in your country,Insecurity,WebsitesVisited,7,2
Male,60 or older,Bachelor's degree,White,"$25,000 to $34,999",null,only 1 person in your country,Surveillance,WebsitesVisited,7,2
Male,18-24,Some college or associate degree,White,"$35,000 to $49,999",null,only 1 person in your country,InducedDisclosure,WebsitesVisited,4,5
Male,18-24,Some college or associate degree,White,"$35,000 to $49,999",null,only 1 person in your country,Insecurity,WebsitesVisited,6,3
Male,18-24,Some college or associate degree,White,"$35,000 to $49,999",null,only 1 person in your country,Surveillance,WebsitesVisited,7,2
Male,25-29,Bachelor's degree,White,"$100,000 to $124,999",null,only 1 person in your city,InducedDisclosure,WebsitesVisited,3,6
Male,25-29,Bachelor's degree,White,"$100,000 to $124,999",null,only 1 person in your city,Insecurity,WebsitesVisited,2,7
Male,25-29,Bachelor's degree,White,"$100,000 to $124,999",null,only 1 person in your city,Surveillance,WebsitesVisited,1,8
Female,35-39,"High school graduate, no college",White,"Less than $25,000",null,only 1 person in your country,InducedDisclosure,WebsitesVisited,4,5
Female,35-39,"High school graduate, no college",White,"Less than $25,000",null,only 1 person in your country,Insecurity,WebsitesVisited,4,5
Female,35-39,"High school graduate, no college",White,"Less than $25,000",null,only 1 person in your country,Surveillance,WebsitesVisited,4,5
Female,35-39,"High school graduate, no college",White,"$25,000 to $34,999",null,only 1 person in your country,InducedDisclosure,WebsitesVisited,5,4
Female,35-39,"High school graduate, no college",White,"$25,000 to $34,999",null,only 1 person in your country,Insecurity,WebsitesVisited,5,4
Female,35-39,"High school graduate, no college",White,"$25,000 to $34,999",null,only 1 person in your country,Surveillance,WebsitesVisited,5,4
Male,55-59,Bachelor's degree,White,"$35,000 to $49,999",null,only 1 person in your state,InducedDisclosure,WebsitesVisited,5,4
Male,55-59,Bachelor's degree,White,"$35,000 to $49,999",null,only 1 person in your state,Insecurity,WebsitesVisited,6,3
Male,55-59,Bachelor's degree,White,"$35,000 to $49,999",null,only 1 person in your state,Surveillance,WebsitesVisited,6,3
Female,30-34,"High school graduate, no college",White,"$75,000 to $99,999",null,only 1 person in your family,InducedDisclosure,WebsitesVisited,4,5
Female,30-34,"High school graduate, no college",White,"$75,000 to $99,999",null,only 1 person in your family,Insecurity,WebsitesVisited,3,6
Female,30-34,"High school graduate, no college",White,"$75,000 to $99,999",null,only 1 person in your family,Surveillance,WebsitesVisited,5,4
Female,50-54,Masters degree,Black or African American,"$25,000 to $34,999",null,only 1 person in your family,InducedDisclosure,WebsitesVisited,8,1
Female,50-54,Masters degree,Black or African American,"$25,000 to $34,999",null,only 1 person in your family,Insecurity,WebsitesVisited,8,1
Female,50-54,Masters degree,Black or African American,"$25,000 to $34,999",null,only 1 person in your family,Surveillance,WebsitesVisited,6,3
Male,55-59,Bachelor's degree,White,"Less than $25,000",null,only 1 person in your family,InducedDisclosure,WebsitesVisited,8,1
Male,55-59,Bachelor's degree,White,"Less than $25,000",null,only 1 person in your family,Insecurity,WebsitesVisited,8,1
Male,55-59,Bachelor's degree,White,"Less than $25,000",null,only 1 person in your family,Surveillance,WebsitesVisited,8,1
Male,25-29,Bachelor's degree,White,"$50,000 to $74,999",null,only 1 person in your city,InducedDisclosure,WebsitesVisited,6,3
Male,25-29,Bachelor's degree,White,"$50,000 to $74,999",null,only 1 person in your city,Insecurity,WebsitesVisited,7,2
Male,25-29,Bachelor's degree,White,"$50,000 to $74,999",null,only 1 person in your city,Surveillance,WebsitesVisited,8,1
Female,55-59,"High school graduate, no college",Black or African American,"$25,000 to $34,999",null,only 1 person in your family,InducedDisclosure,WebsitesVisited,8,1
Female,55-59,"High school graduate, no college",Black or African American,"$25,000 to $34,999",null,only 1 person in your family,Insecurity,WebsitesVisited,8,1
Female,55-59,"High school graduate, no college",Black or African American,"$25,000 to $34,999",null,only 1 person in your family,Surveillance,WebsitesVisited,8,1
Male,30-34,Some college or associate degree,White,"$35,000 to $49,999",null,only 1 person in your state,InducedDisclosure,WebsitesVisited,5,4
Male,30-34,Some college or associate degree,White,"$35,000 to $49,999",null,only 1 person in your state,Insecurity,WebsitesVisited,5,4
Male,30-34,Some college or associate degree,White,"$35,000 to $49,999",null,only 1 person in your state,Surveillance,WebsitesVisited,6,3
Female,30-34,Masters degree,White,"$150,000 or more",null,only 1 person in your country,InducedDisclosure,WebsitesVisited,3,6
Female,30-34,Masters degree,White,"$150,000 or more",null,only 1 person in your country,Insecurity,WebsitesVisited,4,5
Female,30-34,Masters degree,White,"$150,000 or more",null,only 1 person in your country,Surveillance,WebsitesVisited,6,3
Male,60 or older,Doctoral degree,White,"Less than $25,000",null,only 1 person in your workplace,InducedDisclosure,WebsitesVisited,8,1
Male,60 or older,Doctoral degree,White,"Less than $25,000",null,only 1 person in your workplace,Insecurity,WebsitesVisited,8,1
Male,60 or older,Doctoral degree,White,"Less than $25,000",null,only 1 person in your workplace,Surveillance,WebsitesVisited,8,1
Female,40-44,Masters degree,White,"$75,000 to $99,999",null,only 1 person in your family,InducedDisclosure,WebsitesVisited,8,1
Female,40-44,Masters degree,White,"$75,000 to $99,999",null,only 1 person in your family,Insecurity,WebsitesVisited,8,1
Female,40-44,Masters degree,White,"$75,000 to $99,999",null,only 1 person in your family,Surveillance,WebsitesVisited,8,1
